publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
Quad-Games,Blast-off,Blast-off,2017-03-01,9.99,Quad-Games,Action|Indie|Early Access,Early Access|Action|Indie|Arcade|Futuristic|Great Soundtrack|Space|Sci-fi|Shoot 'Em Up|Replay Value|Singleplayer|Time Manipulation|Bullet Hell|2D|Physics|Real-Time|Gun Customization|Rogue-lite|RPG|Hex Grid
Big Fish Games,Tales of Terror: Crimson Dawn,Tales of Terror: Crimson Dawn,2017-03-01,6.99,Deep Shadows Games,Adventure|Casual,Casual|Adventure|Hidden Object
L Rod,Ino,Ino,2017-03-02,1.99,L Rod,Adventure|Indie|RPG,Adventure|Gore|Violent|Indie|RPG|RPGMaker|Horror
Panoramik inc,Tap Adventure: Time Travel,Tap Adventure: Time Travel,2017-03-02,Free To Play,Avallon Alliance,Adventure|Free to Play,Free to Play|Clicker|Fantasy|2D|Magic|Time Travel|Adventure|RPG|Dungeon Crawler|Dark Fantasy|Demons|Indie|Rogue-like|Hand-drawn|Crafting|Dark|Funny|Gothic|Casual|Mouse only
PotionC,RunningDead,RunningDead,2017-03-03,1.99,PotionC,Casual|Indie,Casual|Indie
GamersHype Productions,Box Maze,Box Maze,2017-03-03,0.99,GamersHype Productions,Action|Adventure|Casual|Indie|Strategy,Indie|Casual|Action|Adventure|Strategy|Multiplayer|Controller
Headup Games,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,2017-03-03,11.99,Stage Clear Studios,Casual|Sports,Casual|Sports
Octo Studio,An Octonaut Odyssey,An Octonaut Odyssey,2017-03-03,4.99,Octo Studio,Adventure|Casual|Indie,Indie|Adventure|Casual|Platformer|2D|Sci-fi|Retro|Singleplayer|Puzzle-Platformer|Psychedelic
Big Fish Games,Azada: Elementa Collector's Edition,Azada: Elementa Collector's Edition,2017-03-03,9.99,ERS G Studios,Adventure|Casual,Casual|Adventure|Hidden Object
Suspicious Developments,Morphblade,Morphblade,2017-03-03,4.99,Suspicious Developments,Casual|Indie,Casual|Indie|Strategy|Puzzle|Hex Grid
Sometimes You,rooMaze,rooMaze,2017-03-03,1.99,ChairKilling,Action|Adventure|Indie|RPG,Adventure|Action|Indie|RPG|Rogue-like|Pixel Graphics
R I MAD,SPACE-FRIGHT,SPACE-FRIGHT,2017-03-03,6.99,R I MAD,Adventure|Indie,Gore|Sexual Content|Violent|Indie|Adventure|Horror
Red Dahlia,Zoop! - Hunter's Grimm,Zoop! - Hunter's Grimm,2017-03-03,1.99,Warfare Studios,Action|Adventure|Indie|RPG,Anime|Adventure|RPG|Indie|Action|RPGMaker|Nudity
Eminent Softworks,Ludoria,Ludoria,2017-03-03,19.99,Eminent Softworks,Adventure|Indie|RPG|Early Access,Early Access|Adventure|Indie|RPG|Open World
Forever Entertainment S. A.,Mastema: Out of Hell,Mastema: Out of Hell,2017-03-03,4.99,Oscar Celestini,Action|Adventure|Casual|Indie,Indie|Action|Adventure|Casual|Violent|Platformer|Pixel Graphics
Automaton,Deceit,Deceit,2017-03-03,Free to Play,Automaton,Action|Free to Play|Indie,Multiplayer|Horror|Free to Play|Action|Co-op|FPS|Survival|Survival Horror|Mystery|Strategy|First-Person|Indie|Psychological Horror|Gore|Shooter|Funny|Atmospheric|Psychological|Nudity|Zombies
Adult Swim Games,DESYNC: The Original Soundtrack - Volume 2 (Volkor X),DESYNC: The Original Soundtrack - Volume 2 (Volkor X),2017-03-03,2.99,The Foregone Syndicate,Action|Indie,Action|Indie
Adult Swim Games,DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),2017-03-03,6.99,The Foregone Syndicate,Action|Indie,Action|Indie
Back To Basics Gaming,Dark Throne,Dark Throne,2017-03-02,0.99,Marcin Mikołajczyk,Action|Adventure|Indie|RPG,Indie|Action|Adventure|RPG
Playsaurus,Clicker Heroes: Boxy & Bloop Auto Clicker,Clicker Heroes: Boxy &amp; Bloop Auto Clicker,2017-03-03,9.99,Playsaurus,Adventure|Casual|Free to Play|Indie|RPG|Simulation|Strategy,Free to Play|Strategy|Adventure|RPG|Indie|Casual|Simulation|Clicker
"L. Stotch, Vladimir Soldatov",DED,DED,2017-03-03,Free To Play,"L. Stotch,Vladimir Soldatov",Action|Free to Play|Indie,Free to Play|Action|Indie|Pixel Graphics|Shoot 'Em Up|Short|Difficult|Retro|Fast-Paced|2D
Pixel Battery,Cards of Chaos,Cards of Chaos,2017-03-03,6.99,Pixel Battery,Casual|Indie|Simulation|Strategy,Casual|Simulation|Indie|Strategy|Multiplayer|Character Customization|Family Friendly|Local Multiplayer|Hex Grid|Comedy
mibix,Ricochet Kills: Noir,Ricochet Kills: Noir,2017-03-03,2.99,mibix,Indie,Indie|Puzzle|2D
Ehnenu,The Last Cargo,The Last Cargo,2017-03-13,9.99,Ehnenu,Action|Adventure|Indie|RPG,Action|Adventure|Indie|RPG|Horror|Survival Horror|Survival|Atmospheric|Top-Down
GCRH,johnsgame,johnsgame,2017-03-06,1.99,"GCRH,Daynar",Action|Adventure|Casual|Free to Play|Indie|RPG,Indie|Casual|Adventure|RPG|Action|Free to Play|Simulation|Strategy|Story Rich|Sci-fi
Island Bar Games LLC,Wild Unknown,Wild Unknown,2017-03-06,4.99,Joe Sansone,Adventure|Indie,Adventure|Indie|Puzzle|Exploration
Because I Can,Hurricane,Hurricane,2017-03-06,13.99,Because I Can,Action|Adventure|Indie|Massively Multiplayer|RPG|Early Access,Early Access|Adventure|Action|Massively Multiplayer|Indie|RPG|Open World|Co-op|Survival
Anikids,My Vet Practice – Marine Patrol,My Vet Practice – Marine Patrol,2017-03-06,9.99,Neopica,Casual,Casual
Rushing Vise,Infektor,Infektor,2017-03-06,4.99,Rushing Vise,Action|Casual|Indie,Casual|Indie|Action
Big Fish Games,Witch Hunters: Stolen Beauty Collector's Edition,Witch Hunters: Stolen Beauty Collector's Edition,2017-03-06,9.99,Top Evidence Studio,Adventure|Casual,Casual|Adventure|Hidden Object
MAGIX Software GmbH,Photo & Graphic Designer 12 Steam Edition,Photo &amp; Graphic Designer 12 Steam Edition,2017-03-06,69.99,MAGIX Software GmbH,Design &amp; Illustration|Photo Editing,Design & Illustration|Photo Editing
Subjunctive Software,Goblin Harvest - The Mighty Quest,Goblin Harvest - The Mighty Quest,2017-03-06,9.99,Ian Williams,Adventure|Indie|RPG|Strategy,Indie|Strategy|Adventure|RPG
"CAPCOM U.S.A., INC.",ULTIMATE MARVEL VS. CAPCOM 3,ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,24.99,"CAPCOM CO., LTD.",Action,Fighting|Action|2D Fighter|Multiplayer|Arcade|Superhero|Comic Book|Competitive|Great Soundtrack|Anime|2.5D
Pixel Gangsta Studio,City of God I - Prison Empire,City of God I - Prison Empire,2017-03-07,11.99,Pixel Gangsta Studio,Indie|RPG|Simulation|Early Access,Early Access|Simulation|Indie|RPG
LVGameDev LLC,SimAirport,SimAirport,2017-03-06,19.99,LVGameDev LLC,Indie|Simulation|Strategy|Early Access,Early Access|Management|Simulation|Building|Strategy|Indie|Sandbox|Singleplayer|2D|Casual|Economy|Flight
Ubisoft,Tom Clancy's Ghost Recon® Wildlands,Tom Clancy's Ghost Recon® Wildlands,2017-03-06,59.99,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade",Action|Adventure,Open World|Shooter|Action|Multiplayer|Co-op|Tactical|Stealth|Third-Person Shooter|Military|Adventure|Singleplayer|Third Person|FPS|Online Co-Op|Strategy|Sandbox|First-Person|Survival|Atmospheric|PvP
JustForward,Dreamlike Worlds,Dreamlike Worlds,2017-03-06,0.99,JustForward,Action|Adventure|Casual|Indie,Indie|Casual|Action|Adventure|Platformer
Ubisoft,Tom Clancy's Ghost Recon® Wildlands - Season Pass,Tom Clancy's Ghost Recon® Wildlands - Season Pass,2017-03-06,39.99,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",Action|Adventure,Action|Adventure
GamerGG,Drift 7 Islands (survival),Drift 7 Islands (survival),2017-03-06,3.99,GamerGG,Adventure|Indie|RPG,Adventure|Indie|RPG
Threye Interactive,Switch - Or Die Trying,Switch - Or Die Trying,2017-03-07,9.99,Threye Interactive,Adventure|Indie,Indie|Adventure|Puzzle-Platformer|Platformer|2D|Cute|Difficult|Singleplayer|Action|Casual|Side Scroller|Controller|Action-Adventure
Threye Interactive,Switch - Or Die Trying Soundtrack,Switch - Or Die Trying Soundtrack,2017-03-07,Free,Threye Interactive,Adventure|Indie,Adventure|Indie
Polygon Art,Military Airfield - Donation DLC,Military Airfield - Donation DLC,2017-03-07,1.99,Polygon Art,Action|Indie,Action|Indie|War|Tactical|Difficult|Wargame|Cold War
AtomicTorch Studio,VoidExpanse: Pariahs' Bane,VoidExpanse: Pariahs' Bane,2017-03-07,4.99,AtomicTorch Studio,Action|Indie|RPG|Simulation|Strategy,Strategy|Action|RPG|Indie|Simulation|Space|Singleplayer|Sandbox|Open World|Character Customization|Multiple Endings|Sci-fi
AtomicTorch Studio,VoidExpanse: Soundtrack Complete,VoidExpanse: Soundtrack Complete,2017-03-07,4.99,AtomicTorch Studio,Action|Indie|RPG|Simulation|Strategy,Strategy|Action|RPG|Indie|Simulation
SimProse Studios,Star Merchant,Star Merchant,2017-03-07,1.99,SimProse Studios,Casual|Indie|Simulation|Strategy,Casual|Indie|Strategy|Simulation|Turn-Based Strategy|Space|Sci-fi|Abstract|Resource Management|Management
Daedalic Entertainment,LEAVES - The Journey,LEAVES - The Journey,2017-03-07,7.99,ZAR 21,Adventure|Indie,Indie|Adventure|Puzzle
Gigatross Games,Gigachess - Original Soundtrack,Gigachess - Original Soundtrack,2017-03-07,0.99,Gigatross Games,,
High Horse Entertainment,Disc Jam,Disc Jam,2017-03-07,14.99,High Horse Entertainment,Action|Indie|Sports,Sports|Action|Indie|Multiplayer|Competitive|Arcade
Laush Studio,The guard of dungeon,The guard of dungeon,2017-03-07,2.99,HeX,Action|Indie,Action|Indie|FPS
Riveted Games,Lightspeed Frontier,Lightspeed Frontier,2017-03-07,14.99,Crowdwork Studios,Action|Adventure|Indie|RPG|Early Access,Early Access|Indie|Space|Sci-fi|Adventure|Funny|Action|RPG|Singleplayer|Building
Hollow Ponds,Loot Rascals,Loot Rascals,2017-03-07,14.99,Hollow Ponds,Adventure|Indie|RPG,Indie|RPG|Adventure|Rogue-like|Hex Grid|Strategy|Card Game
"KOEI TECMO GAMES CO., LTD.",Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,2017-03-07,59.99,"KOEI TECMO GAMES CO., LTD.",RPG,Anime|RPG|JRPG|Female Protagonist|Cute|Crafting|Great Soundtrack|Singleplayer|Adventure|Nudity
Warner Bros. Interactive Entertainment,LEGO® Worlds,LEGO® Worlds,2017-03-07,29.99,"TT Games,Traveller's Tales",Adventure,LEGO|Open World|Building|Sandbox|Adventure|Multiplayer|Exploration|Family Friendly|Singleplayer|Third Person|Funny|Destruction|Action|Simulation|Comedy|Co-op|Casual|Walking Simulator|Voxel|Survival
Big Fish Games,Ominous Objects: Family Portrait Collector's Edition,Ominous Objects: Family Portrait Collector's Edition,2017-03-08,9.99,Daily Magic Productions,Adventure|Casual,Adventure|Casual|Hidden Object
YoYo Games Ltd.,GameMaker Studio 2 Desktop,GameMaker Studio 2 Desktop,2017-03-08,99.99,YoYo Games Ltd.,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Web Publishing,Game Development|Education|Utilities|Design & Illustration|Animation & Modeling|Web Publishing
ArcaneRaise,- Arcane Raise -,- Arcane Raise -,2017-03-10,2.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Adventure|RPG|Strategy|Casual|RPGMaker|JRPG|Fantasy|Indie|Story Rich|Rogue-like
YoYo Games Ltd.,GameMaker Studio 2 Mobile,GameMaker Studio 2 Mobile,2017-03-08,399.99,YoYo Games Ltd.,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Web Publishing,Game Development|Design & Illustration|Animation & Modeling|Education|Web Publishing|Utilities
YoYo Games Ltd.,GameMaker Studio 2 UWP,GameMaker Studio 2 UWP,2017-03-08,399.99,YoYo Games Ltd.,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Web Publishing,Game Development|Design & Illustration|Utilities|Animation & Modeling|Education|Web Publishing
YoYo Games Ltd.,GameMaker Studio 2 Web,GameMaker Studio 2 Web,2017-03-08,149.99,YoYo Games Ltd.,Animation &amp; Modeling|Design &amp; Illustration|Education|Utilities|Web Publishing,Game Development|Design & Illustration|Utilities|Animation & Modeling|Web Publishing|Education
Iron Helmet Games,"Buccaneers, Bounty & Boom!","Buccaneers, Bounty &amp; Boom!",2017-03-01,11.99,Iron Helmet Games,Strategy,Strategy
Turbo Pixel Studios,Reflex Arena,Reflex Arena,2014-11-04,9.99,Turbo Pixel Studios,Action|Indie,Arena Shooter|Action|Indie|FPS|Fast-Paced|Multiplayer|Competitive|First-Person|Shooter
Spread Shot Studios LLC,Space Jammers,Space Jammers,2017-03-08,14.99,Spread Shot Studios LLC,Action|Adventure|Indie|Early Access,Early Access|Indie|Action|Adventure|Top-Down Shooter
Play Spirit Limited,The Cooking Game Original Soundtracks,The Cooking Game Original Soundtracks,2017-03-08,2.99,Play Spirit Limited,Casual|Indie|Simulation,Indie|Casual|Simulation
Yaeko,ReThink,ReThink,2017-03-08,9.99,Yaeko,Indie,Indie|Puzzle|First-Person
Deckbound,Deckbound Heroes (Open Beta),Deckbound Heroes (Open Beta),2017-03-09,Free To Play,Deckbound,Free to Play|Indie|Strategy,Free to Play|Indie|Strategy
Doragon Entertainment,Danmaku Unlimited 3,Danmaku Unlimited 3,2017-03-09,9.99,Doragon Entertainment,Action|Indie,Action|Indie|Shoot 'Em Up|Bullet Hell|Arcade|Sci-fi|Great Soundtrack
Alientrap,Maximum Override,Maximum Override,2017-03-09,6.99,Alientrap,Action|Casual|Indie|Simulation,Action|Simulation|Indie|Casual|Destruction|Sandbox|VR
DEVGRU-P,Sounds of Her Love,Sounds of Her Love,2017-03-09,Free,ds-sans,Adventure|Casual|Free to Play,Free to Play|Casual|Visual Novel|Anime|Adventure|Romance|Nudity
cada,Bootombaa,Bootombaa,2017-03-08,0.99,Naarassusi Game,Action|Adventure|Casual|Indie,Indie|Casual|Action|Adventure
Sergej110,Good Archer,Good Archer,2017-03-09,1.99,Sergej110,Casual|Indie,Casual|Indie|Adventure|Comedy
Lestyo,Gump Runner,Gump Runner,2017-03-09,0.99,ArteG,Casual|Indie,Indie|Casual
Creative Pudding Hungary Llc.,Revhead,Revhead,2017-03-09,19.99,Creative Pudding Hungary Llc.,Action|Indie|Racing|Simulation,Racing|Action|Indie|Simulation
Expect Studio,ERISLE,ERISLE,2017-02-19,Free To Play,Expect Studio,Action|RPG|Early Access,Early Access|Action|RPG
ArcaneRaise,Arcane Raise - Lorebook,Arcane Raise - Lorebook,2017-03-10,Free,Arcane Raise,Adventure|Casual|RPG,RPG|Casual|Adventure|Free to Play|Fantasy|Story Rich
Zen Labs,Didgery,Didgery,2017-03-10,1.99,Lotus Games,Casual|Indie,Indie|Casual
SW-Winsoft,Chess3D,Chess3D,2016-11-04,9.99,Whitefishgames,Casual|Simulation|Strategy,Strategy|Casual|Simulation
nextReality Games,Blink Original Soundtrack,Blink Original Soundtrack,2017-03-10,2.99,nextReality Games,Indie,Indie
GB Patch Games,A Foretold Affair,A Foretold Affair,2017-03-10,12.99,GB Patch Games,Casual|Indie,Indie|Casual|Visual Novel|Otome|Romance|Steampunk|Multiple Endings|Story Rich|Singleplayer|Great Soundtrack
GB Patch Games,A Foretold Affair - Alternate Outfit DLC,A Foretold Affair - Alternate Outfit DLC,2017-03-10,0.99,GB Patch Games,Casual|Indie,Indie|Casual
nextReality Games,Blink,Blink,2017-03-10,6.99,nextReality Games,Adventure|Indie,Adventure|Indie|Puzzle-Platformer
378 Publishing Ltd,Super Spring Ninja,Super Spring Ninja,2017-03-14,2.99,Demon Sword Games,Action|Indie,Action|Indie
Casual Brothers,Fenimore Fillmore: The Westerner,Fenimore Fillmore: The Westerner,2017-03-10,9.99,Casual Brothers,Adventure,Adventure|Point & Click
Notus Games Ltd,Travel Riddles: Trip To India,Travel Riddles: Trip To India,2017-03-10,4.99,Notus Games Ltd,Casual,Casual|Match 3|Puzzle
Plug In Digital,Red Barton and The Sky Pirates,Red Barton and The Sky Pirates,2017-03-14,0.99,Schism Worldwide,Action|Indie,Action|Indie
SMG Studio,Death Squared,Death Squared,2017-03-13,14.99,SMG Studio,Casual|Indie,Casual|Indie|Co-op|Funny|4 Player Local|Local Multiplayer|Local Co-Op|Colorful|Robots|Family Friendly|Controller|Dark Humor|Minimalist|Difficult|Dynamic Narration|Artificial Intelligence|Co-op Campaign|Intentionally Awkward Controls|Satire|2.5D
"BadDoge, NDPendent Games",GRUZCHIK,GRUZCHIK,2017-03-10,0.99,NDPendent Games,Adventure|Casual|Indie|Strategy,Strategy|Adventure|Casual|Indie|Puzzle|Sokoban
kedexa,Hexaball,Hexaball,2017-03-20,0.99,kedexa,Adventure|Casual|Indie|Early Access,Early Access|Adventure|Indie|Casual
"KOEI TECMO GAMES CO., LTD.",DOA5LR Arc System Works Mashup Set,DOA5LR Arc System Works Mashup Set,2017-03-13,31.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",Action,Action
Dark Light Studio,Western FPS,Western FPS,2017-03-13,0.99,Narayan Games,Indie,Indie|FPS|Western|Retro
Kedexa,Cubic complex,Cubic complex,2017-03-13,0.99,Kedexa,Adventure|Casual|Indie,Adventure|Indie|Casual
HardHead Games,World Destroyers,World Destroyers,2017-03-14,6.99,HardHead Games,Action|Indie,Action|Indie|Space|Local Co-Op|Retro|4 Player Local|Local Multiplayer|Fast-Paced|Classic
Sweet Bandits Studios,Coffence,Coffence,2017-03-14,14.99,Sweet Bandits Studios,Action|Indie|Early Access,Early Access|Action|Indie|4 Player Local|Local Multiplayer|Funny|Fighting|2D Fighter|Controller|Multiplayer|Cartoony|Competitive|Twin Stick Shooter|Arcade|PvP|Comedy|Fast-Paced
Capcom,Dead Rising 4 - Season Pass,Dead Rising 4 - Season Pass,2017-03-09,19.99,"Capcom Game Studio Vancouver, Inc.",Action,Gore|Violent|Action
Capcom,Dead Rising 4,Dead Rising 4,2017-03-14,59.99,"Capcom Game Studio Vancouver, Inc.",Action,Action|Zombies|Gore|Violent|Open World|Comedy|Multiplayer|Survival|Co-op|Heist|Funny|Horror|Third Person|Memes|Nudity|Casual|Anime
Moongate Digital,Lost in Nature,Lost in Nature,2017-03-14,14.99,Moongate Digital,Adventure|Indie|Simulation|Early Access,Early Access|Indie|Simulation|Adventure
Milestone S.r.l.,Ride 2 Free Bikes Pack 5,Ride 2 Free Bikes Pack 5,2017-03-15,Free,Milestone S.r.l.,Racing|Simulation|Sports,Racing|Sports|Simulation
The Game Bakers,Furi - One More Fight,Furi - One More Fight,2017-03-15,3.99,The Game Bakers,Action|Indie,Action|Indie
VI Games LLC,Sketch! Run!,Sketch! Run!,2017-03-31,1.99,VI Games LLC,Indie|Early Access,Early Access|Indie
No Goblin,100ft Robot Golf,100ft Robot Golf,2017-03-16,19.99,No Goblin,Action|Indie|Sports,Sports|Indie|Action|Golf|e-sports|Split Screen|Comedy|Multiplayer|Local Multiplayer|Mechs
Redpoint Games,Dimension Jump,Dimension Jump,2017-03-15,9.99,Redpoint Games,Indie,Indie|Platformer|Puzzle|2D|Puzzle-Platformer|Difficult|Minimalist|Pixel Graphics|Level Editor|Action|Great Soundtrack|Singleplayer|Replay Value|Sci-fi|Retro|Time Attack|Controller|Fast-Paced
Red Triangle Games,Surfasaurus,Surfasaurus,2016-08-01,0.99,Red Triangle Games,Casual|Indie|RPG|Simulation,Indie|Casual|RPG|Simulation
Arc System Works,CHAOS CODE -NEW SIGN OF CATASTROPHE-,CHAOS CODE -NEW SIGN OF CATASTROPHE-,2017-03-15,19.99,"FK Digital,Arc System Works",Action,2D Fighter|Action|Fighting|Anime|Singleplayer|Cute|e-sports|Difficult|Controller|Local Multiplayer
Mika Spin Games,Tricky Trail RC,Tricky Trail RC,2016-11-02,4.99,Mika Spin Games,Adventure|Casual|Indie|Racing|Simulation,Racing|Simulation|Adventure|Indie|Casual
Dovetail Games - Trains,Train Sim World®: CSX Heavy Haul,Train Sim World®: CSX Heavy Haul,2017-03-16,39.99,Dovetail Games,Simulation,Simulation|Trains|Realistic|Open World|Driving|Singleplayer|Casual|Relaxing|Action|Building|Atmospheric|America|First-Person|Multiplayer|Fishing|Walking Simulator
Marjupi Games,Alien Insanity,Alien Insanity,2017-03-16,2.99,Paul Bird,Action|Adventure|Casual|Indie|Strategy,Casual|Action|Strategy|Adventure|Indie|Sexual Content|Cold War|Memes|Anime|Psychological Horror|Nudity
GameChanger Studio,Ascender,Ascender,2017-03-17,8.99,GameChanger Studio,Adventure|Indie,Adventure|Indie|Puzzle
Big Fish Games,Lifeline,Lifeline,2017-03-16,3.99,3 Minute Games,Adventure|Indie|Strategy,Interactive Fiction|Adventure|Indie|Strategy|Text-Based|Choose Your Own Adventure|Sci-fi
AEY Inc.,Detective Noir,Detective Noir,2017-03-17,4.99,Paper Pirates,Adventure|Indie,Adventure|Indie
KISS ltd,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,2017-03-17,4.99,DL Softworks,Casual|Free to Play|Indie|Simulation|Sports|Strategy,Strategy|Free to Play|Indie|Casual|Simulation|Sports
Deck13,WARTILE,WARTILE,2017-03-17,19.99,Playwood Project,Indie|RPG|Strategy|Early Access,Early Access|RPG|Strategy|Indie|Card Game|Board Game|Real Time Tactics|Medieval|Tactical|Adventure|Tactical RPG|Real-Time|Turn-Based Tactics|Turn-Based Combat|Turn-Based Strategy|Real-Time with Pause|Hex Grid
